STATE,COUNTY,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031+
KANSAS,CHASE,23,36,130,12,14,138,39,32,0,18,83,191
KANSAS,CHAUTAUQUA,756,315,43,37,0,223,0,0,21,0,0,12
KANSAS,CHEROKEE,774,32,52,14,0,0,175,20,2,0,28,48
KANSAS,CHEYENNE,"14,219","6,049","7,861","1,271",31,"2,057","1,562","1,990",38,28,0,505
KANSAS,CLARK,"3,224","8,796","15,437","2,754",46,0,187,"1,174",33,17,161,"1,002"
KANSAS,CLAY,"4,752","2,352","1,954","1,303",156,572,"1,169",221,37,45,41,371
KANSAS,CLOUD,"1,685",850,584,"1,069",19,488,322,483,2,0,25,0
KANSAS,COFFEY,"4,283","2,757",841,561,207,"2,444","1,664","1,068",448,203,123,181
KANSAS,COMANCHE,"4,650","8,512","3,915","1,659",0,167,"1,018",253,0,0,0,634
KANSAS,COWLEY,"1,009",210,181,171,44,381,188,68,0,0,0,292
KANSAS,CRAWFORD,"1,289",885,166,110,61,183,317,107,60,3,5,4
KANSAS,DECATUR,"1,386",283,642,216,29,211,511,383,91,22,58,9
KANSAS,DICKINSON,"4,273","4,663","1,419","1,344",155,"2,202","3,536","1,025","1,677",111,55,375
KANSAS,DONIPHAN,724,669,670,616,106,83,525,"1,066",90,169,48,33
KANSAS,DOUGLAS,523,641,390,107,79,167,171,14,49,2,39,82
KANSAS,EDWARDS,"7,926","2,991","1,917","1,688",79,54,513,318,333,336,33,884
KANSAS,ELK,"1,149",350,153,93,23,60,0,17,69,0,0,0
KANSAS,ELLIS,"10,965","3,675","1,200",417,44,"1,601","2,255","1,593",20,499,625,"1,064"
KANSAS,ELLSWORTH,"8,132","4,606","1,582",770,36,"2,657",945,253,16,0,0,13
KANSAS,FINNEY,"10,865","7,550","7,147","1,413",3,"4,934","4,453","2,626",357,97,"1,171","5,158"
KANSAS,FORD,"3,109","2,137","5,183","5,846",433,"1,884","1,567","4,055","2,192",774,817,944
KANSAS,FRANKLIN,"1,168",539,267,141,58,851,231,168,11,48,36,36
KANSAS,GEARY,414,162,116,275,10,146,280,106,124,21,35,106
KANSAS,GOVE,"9,234","5,614",641,137,0,"4,036","2,197",630,28,37,177,"4,135"
KANSAS,GRAHAM,"16,866","6,081","3,092",943,302,"14,431","1,087","2,344",36,153,596,216
KANSAS,GRANT,"5,558","6,416","3,075","3,016",103,225,622,"3,201",925,578,504,"6,840"
KANSAS,GRAY,"11,524","9,160","1,178","5,082","1,305","1,104","2,353","3,434","2,117",60,"1,413",516
KANSAS,GREELEY,"2,925","5,952","1,346",0,434,"4,553","2,613","2,481",368,72,5,602
KANSAS,GREENWOOD,490,"1,436",974,169,4,25,168,19,0,3,0,9
KANSAS,HAMILTON,"17,573","18,979","56,674","1,444",0,"2,146","2,229","3,717",165,328,"4,032","12,503"
KANSAS,HARPER,"2,840","5,909","3,627",136,71,"1,992",415,89,160,17,0,88
KANSAS,HARVEY,806,879,130,158,2,100,185,215,0,24,10,5
KANSAS,HASKELL,"2,691","1,022","1,380",746,403,"4,552",220,836,157,290,221,290
KANSAS,HODGEMAN,"14,425","11,187","9,912","8,197",929,"3,872","2,202","1,230",283,"1,130","1,807","2,403"
KANSAS,JACKSON,"2,290","2,918","2,929",711,54,242,235,178,65,42,32,118
KANSAS,JEFFERSON,"1,326","1,066",736,482,63,172,150,98,19,5,78,229
KANSAS,JEWELL,"3,460","1,177","1,197",480,78,974,242,276,175,7,13,305
KANSAS,JOHNSON,113,0,144,0,0,5,28,0,6,0,4,12
KANSAS,KEARNY,"14,116","5,979","5,268","5,477",829,"5,825","3,895","1,016",138,"1,469",416,"17,879"
KANSAS,KINGMAN,"2,255","4,130","2,312",587,59,"2,728","4,209","2,083",362,71,210,779
KANSAS,KIOWA,"8,170","9,618","8,268","9,109",227,301,"1,807",859,37,"2,179",68,984
KANSAS,LABETTE,392,197,281,231,60,17,222,61,204,7,2,14
KANSAS,LANE,"11,276","12,999","1,219",325,0,"6,826","2,900","3,458",498,132,595,"3,009"
KANSAS,LEAVENWORTH,444,304,427,162,6,117,122,87,10,10,0,42
KANSAS,LINCOLN,"5,830","2,386",500,590,57,"3,080",452,345,58,19,64,268
KANSAS,LINN,"4,098","2,284",802,582,53,183,196,30,112,12,83,0
KANSAS,LOGAN,"7,984","5,151","1,762",408,25,"3,333","1,581","2,440",62,140,234,"3,170"
KANSAS,LYON,"2,201","3,262","2,242",479,38,"1,475",499,235,106,54,55,661
KANSAS,MCPHERSON,"1,220","1,200","1,337",265,38,536,403,376,6,12,0,13
KANSAS,MARION,"1,843","3,215","1,789",917,66,247,693,136,46,29,16,50
KANSAS,MARSHALL,"2,177","1,730",873,"1,300",292,555,712,145,154,293,42,237
KANSAS,MEADE,"7,047","10,483","8,653","6,377",124,"3,719","2,210","2,597","2,793",38,332,"3,255"
KANSAS,MIAMI,766,321,310,61,4,842,326,179,125,10,11,514
KANSAS,MITCHELL,"1,267","1,537",561,673,64,"1,190",908,217,70,6,14,73
KANSAS,MONTGOMERY,435,121,98,0,0,16,31,0,15,0,0,0
KANSAS,MORRIS,822,"1,045",149,243,27,373,211,114,11,0,0,214
KANSAS,MORTON,"27,281","16,804","6,248","1,247",0,"2,040","2,868","5,203",0,150,191,"10,451"
KANSAS,NEMAHA,755,"1,165","1,201",947,219,196,658,"1,280",102,30,57,193
KANSAS,NEOSHO,894,581,347,562,0,230,99,35,111,6,0,8
KANSAS,NESS,"29,373","17,212","4,100","4,412",613,"6,678","5,841","1,316","1,091",672,778,856
KANSAS,NORTON,"7,522","1,625","2,722",570,26,859,52,746,0,0,27,0
KANSAS,OSAGE,"1,460","1,294","1,311",294,151,532,749,212,18,52,57,360
KANSAS,OSBORNE,"6,795","3,330","1,077",671,81,"1,181",359,38,34,57,32,40
KANSAS,OTTAWA,"3,242","1,059","1,179",537,9,"2,006",679,321,16,0,0,0
KANSAS,PAWNEE,"6,340","4,072","3,063",351,359,"3,763","1,251","1,363",77,18,77,385
KANSAS,PHILLIPS,"5,328","1,781",730,253,49,"3,149",446,221,150,10,59,118
KANSAS,POTTAWATOMIE,"2,557","2,328","1,867",403,39,369,696,337,33,94,15,91
KANSAS,PRATT,"4,065","4,518","5,194","3,685",32,226,"2,285",800,196,99,129,"1,040"
KANSAS,RAWLINS,"1,468",198,596,189,29,84,50,297,27,0,222,0
KANSAS,RENO,"7,815","13,013","13,192","11,290",364,"4,637","7,291","2,008",251,78,302,"2,739"
KANSAS,REPUBLIC,"3,004",943,588,764,60,193,92,69,0,13,127,51
KANSAS,RICE,"2,572","2,264","1,397","1,220",80,943,808,578,169,74,10,164
KANSAS,RILEY,515,418,516,160,6,84,84,34,14,31,27,44
KANSAS,ROOKS,"12,490","2,822","3,005",62,60,"5,115",725,479,99,72,166,110
KANSAS,RUSH,"14,388","8,996","1,470",617,114,"3,447","1,347","1,048",26,143,96,782
KANSAS,RUSSELL,"19,675","6,462","2,167","2,612",47,"4,331","2,209",347,110,68,15,234
KANSAS,SALINE,"4,288","1,520",473,331,43,853,309,484,14,0,7,77
KANSAS,SCOTT,"3,841","2,211",368,0,18,"1,349",412,518,61,7,351,422
KANSAS,SEDGWICK,467,174,57,232,50,88,27,67,13,8,12,20
KANSAS,SEWARD,"5,112","1,258","3,685","4,955",222,869,"5,376","7,438","4,106",399,"2,482","6,100"
KANSAS,SHAWNEE,477,726,182,120,10,141,226,279,159,18,70,226
KANSAS,SHERIDAN,"2,454","2,215",486,838,26,160,519,545,545,0,196,620
KANSAS,SHERMAN,"9,086","6,008","3,219","1,121",53,"6,472","1,377",698,206,6,56,"1,846"
KANSAS,SMITH,"3,397","1,383",222,403,91,"1,012",402,524,46,43,19,149
KANSAS,STAFFORD,"4,936","7,408","6,760","3,957",136,"2,023","1,049",35,129,36,165,410
KANSAS,STANTON,"22,685","15,711","15,293","1,286",0,"2,527","1,641","2,081",0,70,165,251
KANSAS,STEVENS,"3,696","4,412","20,103","7,070","3,142","3,704","6,253","3,915",634,360,"1,012","4,727"
KANSAS,SUMNER,"1,216",730,469,127,298,"1,322",866,180,281,91,66,230
KANSAS,THOMAS,"6,588","3,286",856,562,95,432,455,673,130,6,97,578
KANSAS,TREGO,"11,958","2,253","1,700",486,211,"4,438","3,175","2,203",817,365,"1,873","1,608"
KANSAS,WABAUNSEE,"1,935","1,128",594,236,2,"1,379","1,844",385,481,58,44,117
KANSAS,WALLACE,"11,707","8,838","4,022",736,217,"8,795","2,036","2,238",681,91,948,"1,221"
KANSAS,WASHINGTON,"2,984","1,707","1,083","2,865",131,"1,470",797,58,69,115,86,260
KANSAS,WICHITA,"5,021","3,171",614,218,352,"4,871","2,343","1,342",422,156,318,"2,268"
KANSAS,WILSON,984,160,247,182,22,100,68,37,0,0,23,14
KANSAS,WOODSON,961,920,52,224,12,183,198,163,281,19,6,98
KENTUCKY,ADAIR,172,421,"3,315","1,207",301,22,22,1,16,72,0,2
KENTUCKY,ALLEN,5,0,"2,831","1,557",0,120,0,0,0,0,0,610
KENTUCKY,BALLARD,270,99,45,84,23,70,349,28,13,4,0,0
KENTUCKY,BARREN,110,150,927,506,238,167,392,208,92,49,16,22
KENTUCKY,BATH,0,0,0,0,0,0,0,56,0,0,0,0
KENTUCKY,BOONE,0,3,0,0,0,0,0,0,0,0,0,0
KENTUCKY,BOURBON,84,51,2,0,0,36,175,0,4,12,90,122
KENTUCKY,BOYD,0,0,12,0,0,0,0,0,0,0,0,0
KENTUCKY,BOYLE,3,0,9,0,86,0,0,0,0,103,0,0
KENTUCKY,BRACKEN,0,0,0,0,0,8,0,0,0,0,0,0
KENTUCKY,BRECKINRIDGE,782,637,543,646,64,259,266,0,61,4,46,339
KENTUCKY,BULLITT,0,14,0,0,0,18,0,0,0,0,0,0
KENTUCKY,BUTLER,459,371,"1,819",532,61,303,858,372,0,61,0,0
KENTUCKY,CALDWELL,686,294,217,460,183,184,694,255,198,216,227,60
KENTUCKY,CALLOWAY,"1,219",455,"1,101",414,331,262,446,187,144,75,20,128
KENTUCKY,CAMPBELL,5,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,CARLISLE,275,180,194,66,68,313,163,52,26,40,50,152
KENTUCKY,CARTER,0,0,0,0,0,0,7,0,0,0,0,0
KENTUCKY,CASEY,12,106,88,0,13,36,0,0,0,0,0,24
KENTUCKY,CHRISTIAN,"3,591",245,"1,446","1,193",410,"2,207","2,251","5,360",471,203,39,738
KENTUCKY,CLARK,7,12,0,0,0,11,29,0,0,0,13,0
KENTUCKY,CLINTON,7,0,0,0,0,0,0,0,0,0,0,253
KENTUCKY,CRITTENDEN,"2,080",944,450,"1,298",550,"1,350","1,224","1,083",162,73,155,49
KENTUCKY,DAVIESS,249,135,265,93,23,156,222,181,24,9,50,0
KENTUCKY,EDMONSON,147,45,"2,461",284,283,8,198,0,0,0,0,15
KENTUCKY,ESTILL,0,0,0,0,0,17,0,0,0,0,0,0
KENTUCKY,FAYETTE,0,4,55,0,0,0,0,0,0,0,0,27
KENTUCKY,FLEMING,0,0,15,0,27,26,59,0,0,2,52,53
KENTUCKY,FLOYD,0,0,0,0,0,0,0,0,0,0,0,1
KENTUCKY,FRANKLIN,0,3,0,0,0,0,0,0,0,0,0,0
KENTUCKY,FULTON,232,366,226,37,118,113,315,62,106,75,15,17
KENTUCKY,GARRARD,0,0,0,0,1,0,0,0,0,0,0,15
KENTUCKY,GRANT,0,0,0,0,0,0,0,0,0,0,0,3
KENTUCKY,GRAVES,"2,324","1,797","2,590",981,227,383,"1,931",386,97,151,6,0
KENTUCKY,GRAYSON,"2,922",175,"1,063","1,439",310,132,556,192,81,15,0,21
KENTUCKY,GREEN,586,387,"6,324","1,061",306,41,78,477,91,0,9,27
KENTUCKY,HANCOCK,155,18,16,0,0,18,382,482,9,11,0,0
KENTUCKY,HARDIN,285,200,214,100,8,4,644,36,0,0,4,0
KENTUCKY,HARRISON,16,25,0,6,0,7,0,12,21,0,15,0
KENTUCKY,HART,487,"1,050","5,599","2,055",388,78,143,59,29,0,18,357
KENTUCKY,HENDERSON,526,21,278,100,90,194,384,144,52,50,57,37
KENTUCKY,HENRY,3,0,0,6,0,27,0,37,0,0,0,5
KENTUCKY,HICKMAN,545,353,273,341,248,199,893,460,270,186,144,217
KENTUCKY,HOPKINS,529,241,204,677,305,689,252,441,2,208,162,124
KENTUCKY,JEFFERSON,0,0,0,0,0,0,6,0,0,0,0,0
KENTUCKY,JESSAMINE,0,0,13,0,0,0,0,0,0,0,0,0
KENTUCKY,KENTON,0,0,0,0,7,1,0,0,0,0,0,0
KENTUCKY,KNOX,0,13,0,0,0,0,0,0,0,0,0,0
KENTUCKY,LARUE,63,15,0,22,0,11,761,19,0,0,0,0
KENTUCKY,LINCOLN,3,3,17,7,20,2,24,1,2,1,1,0
KENTUCKY,LIVINGSTON,527,477,333,743,415,"1,336",274,58,0,10,38,105
KENTUCKY,LOGAN,"2,267",874,"6,909","1,630",215,355,666,968,173,84,38,511
KENTUCKY,LYON,88,86,89,15,6,0,0,0,17,0,0,8
KENTUCKY,MCCRACKEN,91,134,121,41,0,64,37,19,0,6,0,0
KENTUCKY,MCLEAN,502,77,71,164,15,273,197,112,24,9,0,100
KENTUCKY,MADISON,6,0,0,0,0,6,0,0,0,0,6,0
KENTUCKY,MAGOFFIN,0,0,2,0,0,0,0,0,0,0,0,0
KENTUCKY,MARION,68,136,32,39,26,30,75,42,20,1,64,31
KENTUCKY,MARSHALL,200,414,697,868,276,273,163,97,256,141,0,15
KENTUCKY,MASON,0,4,0,0,0,0,0,0,0,0,0,2
KENTUCKY,MEADE,230,102,73,29,9,3,113,19,1,0,0,0
KENTUCKY,MERCER,34,31,9,0,17,0,9,0,0,0,0,0
KENTUCKY,METCALFE,5,91,"3,507",197,0,19,27,12,0,0,0,0
KENTUCKY,MONROE,0,0,5,26,0,0,62,58,0,0,0,0
KENTUCKY,MONTGOMERY,8,17,0,0,11,0,0,0,6,0,0,18
KENTUCKY,MUHLENBERG,"1,567",186,823,627,251,401,640,125,35,41,81,29
KENTUCKY,NELSON,7,9,45,0,0,75,33,15,0,0,0,0
KENTUCKY,NICHOLAS,0,0,0,0,0,1,0,0,31,0,2,4
KENTUCKY,OHIO,273,143,10,26,30,87,47,116,9,0,0,6
KENTUCKY,OLDHAM,20,0,0,0,0,0,0,0,0,0,0,0
KENTUCKY,PENDLETON,22,58,0,0,4,0,0,0,0,0,0,0
KENTUCKY,PULASKI,0,0,7,0,0,7,18,16,16,1,0,390
KENTUCKY,ROBERTSON,0,0,0,0,0,0,0,0,0,0,10,0
KENTUCKY,RUSSELL,24,29,111,502,0,40,26,17,0,0,0,0
KENTUCKY,SHELBY,224,99,0,21,4,0,87,126,0,5,0,10
KENTUCKY,SIMPSON,81,0,930,279,164,34,114,186,3,9,0,0
KENTUCKY,TAYLOR,85,385,459,520,293,8,179,151,40,29,16,368
KENTUCKY,TODD,380,226,850,287,32,173,"1,153",889,471,70,36,587
KENTUCKY,TRIGG,239,153,57,218,6,95,"1,312","1,487",55,23,0,14
KENTUCKY,UNION,738,44,223,351,28,167,504,853,88,24,39,355
KENTUCKY,WARREN,197,0,"8,277","2,576",771,145,6,5,0,10,0,33
KENTUCKY,WASHINGTON,68,11,33,18,12,21,16,0,0,11,86,12
KENTUCKY,WAYNE,0,5,0,0,47,0,6,0,0,0,0,94
KENTUCKY,WEBSTER,"3,417",261,562,"1,066",590,"1,823",643,"1,300",232,221,100,665
KENTUCKY,WOODFORD,4,0,0,0,0,0,2,36,0,0,0,7
LOUISIANA,ALLEN,166,0,71,0,0,0,0,0,0,0,0,0
LOUISIANA,AVOYELLES,"1,477","1,035","1,271","1,297",880,759,319,560,772,798,"1,250","2,737"
LOUISIANA,BEAUREGARD,763,"1,082","1,253",43,0,0,0,0,0,0,0,0
LOUISIANA,BOSSIER,316,0,0,0,0,0,0,0,0,0,0,0
LOUISIANA,CADDO,0,0,0,0,83,0,0,0,129,0,0,0
LOUISIANA,CALDWELL,51,0,0,0,0,"3,365",876,181,603,908,567,30
LOUISIANA,CATAHOULA,"1,796","3,448","1,027","1,015","1,761","2,894",473,"1,124","1,204","4,778","1,734","2,944"
LOUISIANA,CONCORDIA,814,"1,627",250,"1,468","6,146","2,389",186,852,653,"9,391","2,818","7,366"
LOUISIANA,DESOTO,49,0,0,60,0,0,0,31,51,0,44,0
LOUISIANA,E CARROLL,"2,373",724,34,0,720,173,237,192,"1,238","1,921","1,485","2,012"
LOUISIANA,E FELICIANA,813,303,396,689,0,0,0,0,0,0,0,0
LOUISIANA,EVANGELINE,566,460,"1,344",45,78,61,279,0,0,0,137,45
LOUISIANA,FRANKLIN,"7,762","4,976",266,512,"1,402","1,768","1,270",804,"1,313","1,628","2,074","3,885"
LOUISIANA,GRANT,53,0,0,0,0,425,309,0,0,243,0,65
LOUISIANA,IBERVILLE,0,0,0,71,0,0,0,0,0,0,0,0
LOUISIANA,JEFFERSON DAVIS,0,0,162,0,0,0,0,28,0,0,0,0
LOUISIANA,LA SALLE,35,0,0,35,245,0,0,0,0,0,0,7
LOUISIANA,MADISON,"2,154",393,108,99,"2,821",723,269,"2,210","2,067","2,550","1,933","4,677"
LOUISIANA,MOREHOUSE,"4,606","3,416",376,360,800,277,24,150,197,543,447,234
LOUISIANA,NATCHITOCHES,913,20,204,82,0,0,"1,316","2,315",279,"2,700",729,"1,497"
LOUISIANA,OUACHITA,536,235,0,84,0,307,29,644,0,566,71,354
LOUISIANA,RAPIDES,0,196,0,108,959,680,0,0,0,"1,635",0,70
LOUISIANA,RED RIVER,0,0,352,280,0,0,236,"1,658",55,"1,093",0,55
LOUISIANA,RICHLAND,"9,876","4,773","1,654",922,243,964,553,991,152,839,"2,394","2,579"
LOUISIANA,SABINE,0,0,0,0,0,0,0,0,0,0,0,20
LOUISIANA,ST HELENA,175,0,28,0,0,0,53,0,0,0,0,125
LOUISIANA,ST LANDRY,702,221,607,506,450,19,0,0,21,981,90,467
LOUISIANA,ST MARTIN,0,0,0,13,0,2,0,0,0,0,0,25
LOUISIANA,TANGIPAHOA,214,87,0,0,0,0,0,0,0,0,0,78
LOUISIANA,TENSAS,826,537,220,342,"2,971","1,884",266,"3,158","1,027","2,984","3,383","3,302"
LOUISIANA,VERNON,54,0,83,31,0,0,0,0,0,0,0,0
LOUISIANA,WASHINGTON,173,0,73,117,0,0,0,0,0,0,0,0
LOUISIANA,W BATON ROUGE,0,0,0,5,0,0,0,0,0,0,0,0
LOUISIANA,W CARROLL,"11,209","2,770","2,619","1,581",184,"3,628",976,"2,661","1,809","2,764","2,269","6,658"
LOUISIANA,W FELICIANA,245,133,575,175,0,0,131,0,0,0,0,0
LOUISIANA,WINN,0,0,64,0,0,0,0,0,0,0,0,23
MAINE,HOULTON,"1,370","1,045",930,"1,995",1,10,25,2,0,0,0,0
MAINE,FRANKLIN,1,0,5,0,0,0,0,0,15,0,0,0
MAINE,OXFORD,0,11,0,0,0,0,0,0,0,0,0,0
MAINE,PENOBSCOT,47,28,82,70,0,0,0,0,0,0,0,0
MARYLAND,ALLEGANY,25,23,0,39,37,0,3,0,0,57,55,211
MARYLAND,ANNE ARUNDEL,0,4,0,0,0,0,2,0,0,0,0,0
MARYLAND,BALTIMORE,50,5,12,16,18,19,7,115,58,3,4,31
MARYLAND,CALVERT,16,0,21,0,0,17,27,8,0,0,0,1
MARYLAND,CAROLINE,263,87,399,209,98,53,122,214,140,17,139,191
MARYLAND,CARROLL,413,479,634,209,562,559,433,572,533,398,113,496
MARYLAND,CECIL,284,222,138,97,91,192,76,101,99,401,0,19
MARYLAND,CHARLES,35,38,94,6,7,38,2,227,7,71,0,0
MARYLAND,DORCHESTER,999,665,892,918,261,231,269,307,94,52,166,863
MARYLAND,FREDERICK,89,35,338,527,122,360,529,262,218,155,107,523
MARYLAND,GARRETT,115,28,31,0,0,0,11,20,41,15,9,338
MARYLAND,HARFORD,36,62,43,45,13,100,48,17,71,12,129,137
MARYLAND,HOWARD,8,12,3,35,50,4,22,18,74,27,5,45
MARYLAND,KENT,571,200,500,546,259,599,328,795,239,164,19,104
MARYLAND,MONTGOMERY,66,70,20,6,76,161,47,88,76,104,5,5
MARYLAND,PRINCE GEORGES,7,43,0,29,7,0,0,8,3,0,0,53
MARYLAND,QUEEN ANNES,761,638,959,761,605,316,478,388,220,557,168,773
MARYLAND,ST MARYS,18,17,113,43,5,26,155,239,2,4,0,115
MARYLAND,SOMERSET,17,18,34,232,485,70,108,327,317,107,170,288
MARYLAND,TALBOT,467,272,298,366,456,265,83,408,396,305,6,185
MARYLAND,WASHINGTON,77,29,25,19,228,81,151,137,89,113,86,"1,065"
MARYLAND,WICOMICO,34,73,50,45,124,160,238,527,176,102,103,"1,424"
MARYLAND,WORCESTER,151,92,74,139,169,317,70,291,251,120,936,"1,518"
MASSACHUSETTS,FRANKLIN,0,0,0,0,0,0,0,0,0,10,0,0
MICHIGAN,ALLEGAN,331,102,33,103,4,188,27,6,162,37,17,173
MICHIGAN,ANTRIM,26,0,0,0,0,0,0,0,0,0,0,0
MICHIGAN,ARENAC,786,974,604,152,147,117,406,70,66,32,320,"1,097"
MICHIGAN,BARRY,505,616,527,500,51,108,201,289,156,7,64,544
MICHIGAN,BAY,531,370,213,156,294,202,423,318,148,128,262,760
MICHIGAN,BENZIE,0,13,0,0,0,0,0,19,0,0,0,0
MICHIGAN,BERRIEN,371,119,162,151,0,19,17,10,90,9,0,0
MICHIGAN,BRANCH,722,220,869,610,4,224,596,239,253,416,38,164
MICHIGAN,CALHOUN,698,278,238,531,48,65,323,69,135,184,76,101
MICHIGAN,CASS,552,31,182,262,0,9,36,0,414,23,0,34
MICHIGAN,CHEBOYGAN,0,0,0,0,0,0,0,10,0,0,0,0
MICHIGAN,CHIPPEWA,87,27,41,24,10,8,8,10,0,0,0,"4,525"
MICHIGAN,CLARE,169,96,60,33,1,2,49,20,0,1,31,23
MICHIGAN,CLINTON,612,343,304,630,111,81,238,123,133,22,14,129
MICHIGAN,EATON,"1,051",250,202,362,36,46,81,85,113,0,0,0
MICHIGAN,GENESEE,40,68,39,41,0,0,58,9,29,15,0,24
MICHIGAN,GLADWIN,224,205,236,140,8,3,284,20,8,4,163,189
MICHIGAN,GRAND TRAVERSE,67,9,0,76,0,0,0,0,0,0,0,0
MICHIGAN,GRATIOT,914,197,241,384,70,190,948,120,202,153,362,306
MICHIGAN,HILLSDALE,"1,332",603,"1,062","1,797",731,792,"1,080","1,028",757,476,880,438
MICHIGAN,HURON,"1,608",237,473,812,546,238,"1,694",455,"1,054",151,897,"2,601"
MICHIGAN,INGHAM,67,0,8,0,0,0,37,3,42,0,0,50
MICHIGAN,IONIA,402,184,172,"1,142",21,257,196,148,103,0,39,51
MICHIGAN,IOSCO,78,5,45,0,0,7,0,0,0,0,39,142
MICHIGAN,ISABELLA,343,282,488,330,54,5,65,38,140,11,24,355
MICHIGAN,JACKSON,268,110,117,44,57,0,67,0,341,1,0,0
MICHIGAN,KALAMAZOO,40,10,4,107,0,0,3,61,40,0,0,38
MICHIGAN,KALKASKA,0,15,0,0,0,0,0,0,0,0,0,0
MICHIGAN,KENT,80,126,47,107,0,0,92,40,76,14,0,0
MICHIGAN,LAKE,5,21,0,0,0,0,0,0,0,0,0,0
MICHIGAN,LAPEER,53,37,19,213,0,0,145,0,26,29,42,109
MICHIGAN,LEELANAU,0,0,0,0,0,0,0,10,0,0,0,0
MICHIGAN,LENAWEE,"1,397",435,979,"1,155",773,581,726,624,919,508,680,150
MICHIGAN,LIVINGSTON,16,0,0,0,0,0,23,0,14,0,0,0
MICHIGAN,LUCE,0,0,0,0,0,0,0,0,0,0,0,512
MICHIGAN,MACKINAC,0,0,0,0,7,1,0,0,0,0,0,675
MICHIGAN,MANISTEE,0,2,11,0,0,0,0,0,0,0,0,0
MICHIGAN,MASON,121,8,7,1,0,0,201,0,2,1,0,81
MICHIGAN,MECOSTA,137,167,61,156,140,0,0,0,0,0,0,18
MICHIGAN,MIDLAND,533,77,152,150,161,115,186,164,129,182,522,688
MICHIGAN,MISSAUKEE,46,0,0,0,0,0,0,0,0,0,0,178
MICHIGAN,MONROE,156,293,186,294,382,102,296,283,59,287,174,0
MICHIGAN,MONTCALM,239,159,225,287,3,7,6,4,80,0,36,180
MICHIGAN,MUSKEGON,10,26,38,18,0,0,13,0,0,2,0,0
MICHIGAN,NEWAYGO,169,8,19,5,0,0,0,0,0,0,0,17
MICHIGAN,OCEANA,129,22,0,0,0,0,86,56,102,0,0,0
MICHIGAN,OGEMAW,0,0,0,34,0,0,0,0,10,4,0,119
MICHIGAN,OSCEOLA,12,0,72,63,0,0,0,0,0,0,0,152
MICHIGAN,OSCODA,46,0,0,0,0,0,0,0,0,0,0,0
MICHIGAN,OTTAWA,49,15,17,18,5,2,7,15,0,20,34,12
MICHIGAN,PRESQUE ISLE,157,0,34,16,0,0,10,0,0,0,0,0
MICHIGAN,SAGINAW,"1,340",781,284,113,171,454,706,"1,064",252,308,311,"1,296"
MICHIGAN,ST CLAIR,0,35,0,0,4,0,0,23,258,0,0,38
MICHIGAN,ST JOSEPH,533,12,31,155,4,3,136,65,130,32,6,98
MICHIGAN,SANILAC,"1,140",662,437,801,100,153,591,267,417,29,264,173
MICHIGAN,SHIAWASSEE,529,362,66,234,118,166,81,103,126,42,0,8
MICHIGAN,TUSCOLA,"1,371",443,323,559,144,134,"1,958","1,086",333,405,748,"1,607"
MICHIGAN,VAN BUREN,335,30,43,210,0,40,144,38,203,0,0,0
MICHIGAN,WASHTENAW,110,8,45,37,0,11,148,65,35,0,8,121
MICHIGAN,WEXFORD,10,0,43,0,0,0,0,0,0,0,0,41
MINNESOTA,AITKIN,0,3,0,0,0,0,0,0,0,4,0,23
MINNESOTA,ANOKA,17,6,0,0,0,6,0,0,0,0,0,36
MINNESOTA,BECKER,"4,081","3,773","2,706","1,644",981,"1,643","1,834","1,441",707,792,646,"1,589"
MINNESOTA,BELTRAMI,"1,134",402,86,339,0,0,62,0,53,261,0,0
MINNESOTA,BENTON,245,125,252,265,136,167,306,244,146,111,138,528
MINNESOTA,BIG STONE,599,809,"1,413",925,271,420,750,129,584,556,448,"1,174"
MINNESOTA,BLUE EARTH,"1,341",250,509,601,120,204,272,569,594,501,181,"2,237"
MINNESOTA,BROWN,"2,663","1,214",917,349,218,460,792,907,928,877,677,"2,972"
MINNESOTA,CARLTON,3,0,0,31,0,0,0,4,0,0,0,46
MINNESOTA,CARVER,"1,032",427,129,245,96,245,198,218,431,220,102,611
MINNESOTA,CASS,41,127,6,0,0,35,30,24,0,0,5,14
MINNESOTA,CHIPPEWA,765,595,640,630,359,344,918,846,631,946,389,"2,209"
MINNESOTA,CHISAGO,66,12,0,3,13,29,101,27,6,55,0,41
MINNESOTA,CLAY,"6,609",938,592,"3,063",631,522,"1,421",532,155,"1,093",219,"2,224"
MINNESOTA,CLEARWATER,418,424,181,93,83,62,128,0,49,0,0,27
MINNESOTA,COTTONWOOD,"1,660",367,808,550,284,474,312,742,851,758,255,"2,388"
MINNESOTA,CROW WING,2,5,0,1,0,0,0,0,0,0,0,0
MINNESOTA,DAKOTA,133,348,273,187,68,137,174,92,303,149,20,81
MINNESOTA,DODGE,394,201,397,250,149,87,613,550,735,77,248,888
MINNESOTA,DOUGLAS,"3,407","1,555","1,874",864,"1,070","1,931","2,001","1,793",648,771,524,"1,205"
MINNESOTA,FARIBAULT,338,90,305,169,100,118,144,713,318,110,129,"1,098"
MINNESOTA,FILLMORE,"4,617","1,235","1,131","2,181",336,582,"3,598","1,222","2,404",236,"1,104","1,648"
MINNESOTA,FREEBORN,"1,511",358,959,514,293,"1,007","1,273",542,71,834,"1,025","2,895"
