STATE,COUNTY,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031+
IDAHO,FRANKLIN,"4,975","7,486","10,691","2,267",422,0,"1,091","2,196",0,0,0,0
IDAHO,FREMONT,"4,590","4,077","5,467","4,781",0,114,483,728,0,0,0,0
IDAHO,GEM,0,0,0,0,0,0,28,0,0,0,0,0
IDAHO,IDAHO,660,"1,767","1,666",866,333,259,272,126,21,21,114,0
IDAHO,JEFFERSON,"1,097","1,519",411,"1,215",0,1,13,0,0,0,0,29
IDAHO,JEROME,0,308,210,0,0,0,0,0,0,0,0,15
IDAHO,KOOTENAI,815,741,559,"2,901",0,297,177,243,0,0,52,83
IDAHO,LATAH,"2,539","1,292","1,502","4,665",514,359,"1,011","1,394",0,0,2,545
IDAHO,LEWIS,566,608,369,"1,310",468,542,817,127,0,9,10,25
IDAHO,LINCOLN,0,220,275,0,0,0,0,0,0,0,0,13
IDAHO,MADISON,"1,299",532,"4,666",945,0,544,"3,720",738,0,0,0,7
IDAHO,MINIDOKA,341,"1,978","2,085",62,105,0,0,0,0,46,0,104
IDAHO,NEZ PERCE,"1,160",666,589,"1,830",496,"2,015",887,138,78,0,33,19
IDAHO,ONEIDA,"21,377","11,902","9,099","1,691",366,0,"2,273",38,0,0,0,200
IDAHO,POWER,30,"17,666","51,243","4,551",0,0,"2,585","16,282",0,0,0,"24,269"
IDAHO,TETON,"4,387",796,"1,172","1,290",160,0,290,0,0,0,0,0
IDAHO,TWIN FALLS,27,0,"1,824",0,61,0,0,0,0,0,0,0
IDAHO,WASHINGTON,525,961,760,622,0,0,0,0,0,0,0,0
ILLINOIS,ADAMS,"5,868",910,"1,206","3,262",600,932,989,906,747,302,79,217
ILLINOIS,ALEXANDER,194,33,14,147,198,7,495,250,31,75,275,163
ILLINOIS,BOND,"1,222",235,372,"1,021",398,351,568,614,460,722,803,379
ILLINOIS,BOONE,88,147,126,7,43,57,91,73,100,24,19,48
ILLINOIS,BROWN,"2,863",947,917,"2,026",363,"1,474","1,883",688,"1,239",47,27,123
ILLINOIS,BUREAU,"2,223",973,764,"1,477",486,855,"1,796","1,453",724,559,300,951
ILLINOIS,CALHOUN,"1,486",646,692,"1,693",540,990,"1,142","1,096",15,137,153,255
ILLINOIS,CARROLL,"2,181",271,"1,070","1,574",570,442,"1,772","1,184",223,315,173,200
ILLINOIS,CASS,"1,581",843,709,"1,684","1,116","1,134","2,133",809,"1,188",841,0,0
ILLINOIS,CHAMPAIGN,833,"1,229",596,456,475,"1,452","1,229",924,861,708,206,503
ILLINOIS,CHRISTIAN,832,443,124,152,151,870,"1,977",764,648,721,541,823
ILLINOIS,CLARK,"1,382",240,865,327,225,840,"1,121","1,935",228,224,234,757
ILLINOIS,CLAY,"1,993",900,998,"1,412",275,"1,545","1,284","1,715",757,"2,084","1,203","2,046"
ILLINOIS,CLINTON,813,419,158,200,109,142,91,544,461,545,466,489
ILLINOIS,COLES,"1,196",487,551,582,355,"1,684","1,005",525,282,131,96,426
ILLINOIS,CRAWFORD,"1,599",869,878,341,432,527,"1,634","1,664",460,"1,142",837,"1,646"
ILLINOIS,CUMBERLAND,"1,824",279,504,533,486,"2,325","2,736","1,718",221,455,"1,599","1,272"
ILLINOIS,DEKALB,507,276,238,436,764,723,909,525,261,309,92,157
ILLINOIS,DEWITT,454,418,424,206,76,749,"1,372",499,107,194,109,88
ILLINOIS,DOUGLAS,445,329,210,246,132,229,251,891,494,322,0,166
ILLINOIS,EDGAR,976,192,621,459,427,489,"1,159",822,80,134,56,56
ILLINOIS,EDWARDS,851,596,555,"1,064",146,273,225,191,60,326,58,212
ILLINOIS,EFFINGHAM,"1,435",517,800,925,771,"1,585","1,015","1,559",456,576,"2,010","1,309"
ILLINOIS,FAYETTE,"1,800","1,221","1,011","1,123",377,"1,338","1,091","1,270",733,509,356,"1,628"
ILLINOIS,FORD,591,716,743,584,239,"1,080","3,069","1,130",385,705,166,116
ILLINOIS,FRANKLIN,"1,529",926,"1,620","1,486",248,591,276,397,287,235,55,633
ILLINOIS,FULTON,"1,436",840,800,955,236,"1,001","1,377","1,318",635,562,184,131
ILLINOIS,GALLATIN,502,182,230,246,57,155,88,217,146,26,22,79
ILLINOIS,GREENE,"1,176","1,122","1,143",981,840,"1,074","2,164","2,828",149,621,32,279
ILLINOIS,GRUNDY,125,325,200,71,35,62,762,271,150,152,320,504
ILLINOIS,HAMILTON,"4,862","2,853","2,468","3,700",359,994,"1,251","1,228",989,342,377,594
ILLINOIS,HANCOCK,"3,175",902,"1,874","1,415",514,755,"1,221","1,686","1,163",783,548,830
ILLINOIS,HARDIN,424,563,357,"1,388",94,250,0,316,33,0,6,0
ILLINOIS,HENDERSON,270,234,162,730,404,644,"3,334",821,77,136,66,"1,064"
ILLINOIS,HENRY,"3,791","1,489","1,045","2,313",606,"1,221","1,883","1,657",266,219,85,628
ILLINOIS,IROQUOIS,988,"1,516",665,744,"1,013","1,587","6,351","2,141","1,968","1,665","1,113","1,496"
ILLINOIS,JACKSON,"1,235",757,"1,368","1,188",95,74,826,270,74,20,184,611
ILLINOIS,JASPER,"2,204",583,471,"1,381",749,"1,604","1,304","1,696",409,384,718,"1,832"
ILLINOIS,JEFFERSON,"3,237","1,893","2,669","2,725",336,257,"1,026","1,268",128,276,198,246
ILLINOIS,JERSEY,"1,182",327,301,861,256,589,"1,009","1,382",66,133,49,176
ILLINOIS,JO DAVIESS,"1,684",279,423,"2,229",704,"1,653","1,277","3,486",95,44,170,0
ILLINOIS,JOHNSON,"3,065","1,854","1,789","1,404",444,657,216,"2,723",11,113,206,34
ILLINOIS,KANE,0,4,12,0,0,11,48,102,25,85,0,15
ILLINOIS,KANKAKEE,258,156,200,80,35,188,"1,423",703,88,157,176,284
ILLINOIS,KENDALL,72,32,9,21,2,27,39,143,0,24,0,9
ILLINOIS,KNOX,"1,391",777,339,563,860,924,911,"1,100",584,791,106,360
ILLINOIS,LA SALLE,848,710,"1,056",583,393,"1,070","1,815","1,928",858,755,305,115
ILLINOIS,LAWRENCE,522,252,347,164,157,177,650,329,331,231,516,270
ILLINOIS,LEE,"1,209",631,483,379,193,643,"1,015",543,251,432,59,3
ILLINOIS,LIVINGSTON,"1,343","1,065",730,467,304,"1,181","2,617","2,203",990,"1,924",367,920
ILLINOIS,LOGAN,812,"1,531",543,275,230,"1,065","1,671",328,755,"1,169",667,779
ILLINOIS,MCDONOUGH,244,336,363,371,38,335,637,711,341,150,108,214
ILLINOIS,MCHENRY,145,262,96,227,0,164,54,28,4,68,0,0
ILLINOIS,MCLEAN,"1,209",826,795,696,235,"1,710","1,726","1,461",693,"1,178",237,572
ILLINOIS,MACON,216,469,273,63,117,388,942,319,99,105,102,178
ILLINOIS,MACOUPIN,"1,863",931,560,306,364,733,"3,427","2,516",554,246,186,820
ILLINOIS,MADISON,553,187,199,248,75,93,451,695,64,24,55,160
ILLINOIS,MARION,"3,891",791,"1,532","3,030",594,671,773,"1,832",663,905,959,"1,470"
ILLINOIS,MARSHALL,407,250,215,305,138,466,892,353,239,209,62,0
ILLINOIS,MASON,"3,528","1,806","2,788","1,982","1,112","2,209","4,753",985,768,444,224,15
ILLINOIS,MASSAC,727,483,664,"1,242",302,587,569,"1,049",1,44,318,161
ILLINOIS,MENARD,589,"1,302",788,713,75,402,"1,024",709,237,276,17,351
ILLINOIS,MERCER,"2,640","1,707","1,126","2,639",980,"1,122","1,936",867,503,196,403,595
ILLINOIS,MONROE,295,90,363,446,234,406,554,571,6,27,10,34
ILLINOIS,MONTGOMERY,"2,764",803,"1,002","1,032",821,"1,901","2,882","2,331",445,"1,259",206,418
ILLINOIS,MORGAN,"1,616",581,500,768,464,491,"1,145",945,512,"1,203",7,203
ILLINOIS,MOULTRIE,139,100,169,196,49,535,446,612,27,143,10,92
ILLINOIS,OGLE,"1,764",426,553,"1,068",354,639,541,592,203,186,153,0
ILLINOIS,PEORIA,702,376,367,491,259,357,"1,057",789,324,329,13,0
ILLINOIS,PERRY,469,338,186,"1,251",144,300,179,499,163,62,128,151
ILLINOIS,PIATT,546,263,202,121,105,487,215,389,255,576,24,110
ILLINOIS,PIKE,"4,969","1,930","2,161","4,377","1,002","2,381","2,611","3,143",110,88,0,223
ILLINOIS,POPE,"1,730","1,334","1,607","1,658",232,340,288,"1,550",10,8,61,410
ILLINOIS,PULASKI,648,89,264,989,76,222,"1,323",975,83,16,33,94
ILLINOIS,PUTNAM,219,150,158,100,36,137,416,193,129,422,0,0
ILLINOIS,RANDOLPH,"1,412",201,758,"1,138",144,576,810,467,112,287,374,281
ILLINOIS,RICHLAND,967,527,424,680,303,615,472,359,298,706,517,774
ILLINOIS,ROCK ISLAND,"1,604",570,285,386,348,652,"1,021","1,040",229,334,111,264
ILLINOIS,ST CLAIR,392,157,50,228,51,15,155,198,61,7,7,214
ILLINOIS,SALINE,741,869,466,"1,314",140,614,897,293,430,82,22,12
ILLINOIS,SANGAMON,"1,205","1,554",496,443,290,753,"1,537",611,82,422,143,38
ILLINOIS,SCHUYLER,835,734,509,741,134,466,643,371,886,232,0,0
ILLINOIS,SCOTT,771,454,293,248,133,393,"1,932","1,302",56,272,7,99
ILLINOIS,SHELBY,"2,407",734,986,"1,453",575,884,"2,378","1,414",179,258,199,824
ILLINOIS,STARK,542,441,756,521,169,272,555,392,309,301,0,0
ILLINOIS,STEPHENSON,"1,615",861,"1,209",900,692,"1,485","1,201","2,004",326,495,170,302
ILLINOIS,TAZEWELL,"1,828","1,309",175,603,219,"1,588","2,064",929,564,646,48,368
ILLINOIS,UNION,"2,774",929,"1,198",905,242,548,"1,899","4,901",115,75,185,157
ILLINOIS,VERMILION,"1,007",778,646,264,307,"1,183","5,834","1,298",263,431,66,653
ILLINOIS,WABASH,154,94,255,181,146,71,121,127,127,441,3,298
ILLINOIS,WARREN,337,137,398,745,266,269,740,268,34,24,0,8
ILLINOIS,WASHINGTON,891,142,460,534,261,59,86,212,33,65,139,97
ILLINOIS,WAYNE,"4,071","2,135","2,110","5,258",795,"1,028","1,421","2,381","1,248","2,009","1,123","1,952"
ILLINOIS,WHITE,"2,550",536,719,"2,123",160,303,776,221,120,305,376,594
ILLINOIS,WHITESIDE,"3,854",420,334,"1,617","1,348","1,000","1,734","1,336",426,"1,196","1,183","2,346"
ILLINOIS,WILL,74,53,114,39,18,9,94,26,14,90,109,5
ILLINOIS,WILLIAMSON,"1,311","1,212",407,810,350,281,346,292,68,96,9,125
ILLINOIS,WINNEBAGO,"1,484",665,344,905,365,789,677,422,208,258,403,645
ILLINOIS,WOODFORD,770,639,476,902,249,531,"1,157",798,512,255,42,55
INDIANA,ADAMS,267,289,76,198,35,106,200,151,78,51,85,24
INDIANA,ALLEN,843,224,204,194,134,182,736,233,177,169,44,156
INDIANA,BARTHOLOMEW,305,154,161,169,77,478,207,387,35,114,0,178
INDIANA,BENTON,335,238,329,186,187,395,810,340,536,198,0,31
INDIANA,BLACKFORD,198,80,79,73,12,64,708,86,71,52,29,14
INDIANA,BOONE,118,57,145,77,91,106,54,90,65,45,0,35
INDIANA,BROWN,28,24,66,0,0,2,23,0,0,0,0,19
INDIANA,CARROLL,384,340,273,246,25,337,126,205,80,63,67,62
INDIANA,CASS,"1,091",467,296,317,359,473,395,245,100,124,0,157
INDIANA,CLARK,56,122,49,19,1,62,2,2,0,0,0,3
INDIANA,CLAY,260,99,138,237,26,88,115,185,47,16,7,7
INDIANA,CLINTON,134,92,206,35,85,142,380,152,104,23,5,0
INDIANA,CRAWFORD,270,454,25,51,7,171,97,139,0,10,0,7
INDIANA,DAVIESS,607,252,58,316,37,45,188,161,10,44,31,234
INDIANA,DEARBORN,66,29,13,1,0,8,0,0,0,0,0,0
INDIANA,DECATUR,246,137,257,493,73,210,354,309,48,75,14,244
INDIANA,DEKALB,809,230,818,"1,170",165,435,192,344,666,151,291,598
INDIANA,DELAWARE,86,111,229,161,189,125,187,37,58,49,132,96
INDIANA,DUBOIS,182,117,274,211,60,170,127,323,45,14,0,39
INDIANA,ELKHART,51,67,40,144,14,62,33,44,21,6,0,7
INDIANA,FAYETTE,87,74,132,98,160,192,214,120,43,25,1,85
INDIANA,FLOYD,64,2,35,13,1,0,20,0,0,18,0,0
INDIANA,FOUNTAIN,463,196,175,210,131,379,548,710,70,47,36,225
INDIANA,FRANKLIN,211,142,182,264,2,52,170,148,251,7,0,17
INDIANA,FULTON,122,245,307,136,251,145,297,115,292,190,237,715
INDIANA,GIBSON,210,67,102,147,95,46,177,172,4,13,1,113
INDIANA,GRANT,622,208,206,87,53,100,100,124,43,69,0,68
INDIANA,GREENE,292,62,345,340,61,182,181,413,37,15,108,185
INDIANA,HAMILTON,223,69,45,71,41,107,51,30,2,20,17,32
INDIANA,HANCOCK,15,4,6,7,18,4,11,33,10,10,0,0
INDIANA,HARRISON,256,53,173,641,24,220,160,91,191,18,0,0
INDIANA,HENDRICKS,210,132,69,55,69,73,139,119,32,33,8,19
INDIANA,HENRY,177,144,109,75,11,90,161,173,87,28,22,86
INDIANA,HOWARD,131,161,144,116,102,109,98,111,27,35,9,103
INDIANA,HUNTINGTON,"1,239",289,231,445,155,348,206,291,271,93,32,341
INDIANA,JACKSON,896,59,269,586,86,162,496,241,317,33,167,227
INDIANA,JASPER,586,189,289,437,184,689,"1,383",357,77,214,451,595
INDIANA,JAY,420,336,362,608,136,218,588,273,298,248,163,499
INDIANA,JEFFERSON,253,38,15,102,16,39,62,119,4,1,0,4
INDIANA,JENNINGS,323,145,190,160,44,269,453,68,33,16,6,5
INDIANA,JOHNSON,190,97,68,16,5,65,88,0,20,25,0,36
INDIANA,KNOX,209,195,134,201,120,103,575,42,4,20,357,"1,954"
INDIANA,KOSCIUSKO,"1,255",377,301,608,72,342,224,551,454,292,40,"1,236"
INDIANA,LAGRANGE,131,47,75,203,32,41,46,79,39,19,8,81
INDIANA,LAKE,173,37,178,177,94,156,86,143,23,83,24,150
INDIANA,LAPORTE,487,162,249,599,165,224,223,157,81,203,104,61
INDIANA,LAWRENCE,892,748,439,"1,122",31,115,796,210,299,22,41,319
INDIANA,MADISON,129,456,175,38,53,165,97,60,11,35,125,21
INDIANA,MARION,0,1,0,0,0,0,12,0,0,0,4,0
INDIANA,MARSHALL,422,530,80,258,232,216,286,113,199,113,12,335
INDIANA,MARTIN,119,135,111,73,51,38,62,247,6,11,162,291
INDIANA,MIAMI,640,283,271,391,317,556,719,426,180,157,308,252
INDIANA,MONROE,468,134,148,81,0,13,40,5,37,0,0,80
INDIANA,MONTGOMERY,938,531,478,421,310,700,"1,151",863,211,169,0,11
INDIANA,MORGAN,153,63,33,3,184,53,208,61,23,56,28,191
INDIANA,NEWTON,106,158,347,83,77,386,416,199,31,166,246,103
INDIANA,NOBLE,692,313,277,613,129,225,384,882,335,184,137,313
INDIANA,OHIO,8,0,0,0,0,0,0,0,0,0,0,0
INDIANA,ORANGE,364,365,279,661,232,439,828,261,70,3,0,17
INDIANA,OWEN,214,471,878,233,23,108,189,179,55,27,14,71
INDIANA,PARKE,225,232,294,235,76,183,629,355,197,102,285,368
INDIANA,PERRY,429,167,98,318,48,82,151,117,0,3,0,2
INDIANA,PIKE,553,144,130,512,352,352,461,"1,278",195,13,0,300
INDIANA,PORTER,86,44,173,379,16,38,50,94,18,27,39,218
INDIANA,POSEY,94,94,120,83,53,35,268,43,19,34,19,24
INDIANA,PULASKI,617,734,946,609,602,693,"1,110",435,293,93,31,95
INDIANA,PUTNAM,"1,154",650,591,697,177,345,357,203,162,102,15,25
INDIANA,RANDOLPH,169,102,413,244,134,78,204,57,52,123,33,40
INDIANA,RIPLEY,442,333,273,387,71,463,641,171,233,187,150,117
INDIANA,RUSH,69,57,215,14,81,47,46,74,12,35,21,26
INDIANA,ST JOSEPH,220,43,60,135,33,206,161,69,8,14,108,286
INDIANA,SCOTT,293,81,207,212,15,92,139,73,8,23,9,3
INDIANA,SHELBY,78,54,14,26,40,10,23,8,6,23,0,13
INDIANA,SPENCER,632,243,183,256,92,157,197,108,43,6,0,9
INDIANA,STARKE,"2,521","1,239","1,249","1,676",811,"1,596","1,212","1,215",278,429,239,215
INDIANA,STEUBEN,"1,266",166,490,677,67,69,127,320,77,74,63,244
INDIANA,SULLIVAN,704,48,192,191,141,83,89,246,87,22,114,437
INDIANA,SWITZERLAND,266,54,208,38,4,25,1,23,0,0,0,0
INDIANA,TIPPECANOE,80,108,127,58,96,166,336,264,44,26,175,"1,006"
INDIANA,TIPTON,136,67,163,126,47,26,46,92,4,73,0,5
INDIANA,UNION,79,54,72,32,11,33,23,21,74,11,112,2
INDIANA,VANDERBURGH,64,72,95,61,77,64,71,69,12,5,2,20
INDIANA,VERMILLION,141,101,100,107,33,341,612,348,12,13,17,330
INDIANA,VIGO,66,58,34,73,4,80,438,69,0,67,120,670
INDIANA,WABASH,505,425,667,492,156,446,576,858,132,109,63,759
INDIANA,WARREN,647,456,392,661,119,749,"1,579",401,987,110,29,56
INDIANA,WARRICK,420,165,207,216,94,185,151,159,17,10,8,23
INDIANA,WASHINGTON,335,475,378,292,142,135,360,320,171,68,152,169
INDIANA,WAYNE,447,298,439,655,107,347,190,575,131,129,65,148
INDIANA,WELLS,342,88,64,131,108,118,81,82,41,60,157,76
INDIANA,WHITE,438,183,294,449,197,310,490,173,7,79,9,94
INDIANA,WHITLEY,205,190,372,297,63,26,180,414,156,92,71,402
IOWA,ADAIR,"5,587",668,"2,679","1,262","1,028","2,374","5,240","4,020",148,223,68,22
IOWA,ADAMS,"3,167",987,"2,292","1,463",746,"2,481","3,573","5,084",44,148,162,93
IOWA,ALLAMAKEE,"4,933",974,"1,248","1,805","1,120","1,478","2,984","3,906",208,341,388,"1,104"
IOWA,APPANOOSE,"3,945","2,163","4,155","1,245",165,"1,596","2,866","3,132",400,136,"1,176","1,769"
IOWA,AUDUBON,"5,903",715,"1,060","1,192","1,381","4,527","5,142","4,985",79,479,291,127
IOWA,BENTON,"2,186","1,097","1,159","1,098","1,010","1,864","2,531","1,511",75,716,619,444
IOWA,BLACK HAWK,755,446,455,613,"1,455","1,592","4,668","3,161",150,245,157,111
IOWA,BOONE,"2,746",883,324,446,376,651,"2,928","1,760",523,426,472,"1,455"
IOWA,BREMER,"1,078",375,432,742,820,"1,603","2,011","3,275",272,"1,046",946,"1,019"
IOWA,BUCHANAN,844,589,708,444,440,859,"2,828","1,607",245,752,569,671
IOWA,BUENA VISTA,"2,125",807,291,210,488,596,"1,572","1,682",605,747,420,397
IOWA,BUTLER,"4,014",900,884,894,"1,378","2,311","5,663","4,232",614,"1,201","2,049","1,681"
IOWA,CALHOUN,"2,171",785,823,673,726,"1,350","3,162","2,563",921,"1,243",292,"1,837"
IOWA,CARROLL,"1,833",558,697,779,461,"1,561","2,355","2,146",252,870,244,91
IOWA,CASS,"3,651",611,"1,139","1,012",606,"2,306","1,551","3,630",60,287,121,767
IOWA,CEDAR,"4,211",531,350,568,580,889,570,883,309,317,209,438
IOWA,CERRO GORDO,"2,115",767,534,"1,008",900,"1,554","1,699","1,511",334,617,637,"2,303"
IOWA,CHEROKEE,488,210,265,194,278,"1,502","2,617","2,506",57,933,887,150
IOWA,CHICKASAW,"1,082",378,819,611,733,"1,575","3,680","2,381",510,"1,419","1,315",970
IOWA,CLARKE,"5,226","4,704","2,855","2,553","1,270","2,975","4,833","4,463",272,196,937,"1,346"
IOWA,CLAY,"2,911","1,113",751,753,794,"1,995","4,873","6,228",786,"1,171","1,500","2,393"
IOWA,CLAYTON,"9,131","1,540","2,539","3,143","1,460","3,513","4,125","8,670",496,571,"1,109","2,502"
IOWA,CLINTON,"3,558",488,638,"1,107",372,715,"1,294",412,236,504,575,676
IOWA,CRAWFORD,"1,722",161,223,564,"1,021","2,016","9,725","3,467",59,280,46,57
IOWA,DALLAS,"2,218",324,355,882,167,840,"1,953","1,736",392,525,268,384
IOWA,DAVIS,"3,074","1,329","1,506","1,883",413,"1,622","1,359","5,183",292,193,739,"1,169"
IOWA,DECATUR,"8,440","2,064","4,426","1,266","1,989","3,380","4,448","3,851",541,173,503,"1,016"
IOWA,DELAWARE,"2,930","1,007","1,285","2,058",697,"1,532","3,204","2,555",252,444,576,283
IOWA,DES MOINES,"2,030",294,688,613,342,503,857,"1,304",80,363,231,129
IOWA,DICKINSON,"1,606",412,400,283,85,606,"1,139","1,990",556,248,237,681
IOWA,DUBUQUE,"3,687",517,"1,185","1,870",385,570,638,939,219,209,210,247
IOWA,EMMET,"1,837",332,339,530,504,610,"1,100",673,147,349,440,"1,048"
IOWA,FAYETTE,"5,220","2,220","1,252","2,153","1,197","3,056","4,600","3,743",949,845,"1,067","1,961"
IOWA,FLOYD,"3,926",692,992,626,"1,004","2,280","3,144","2,829",885,"1,717","1,575","2,505"
IOWA,FRANKLIN,"1,675",676,481,577,736,971,"2,350","1,292",353,949,"1,030","1,835"
IOWA,FREMONT,"1,244",841,"1,229",646,791,497,"1,323","1,262",203,99,96,132
IOWA,GREENE,"2,825",391,447,659,547,786,"3,007","1,971",329,761,132,426
IOWA,GRUNDY,"1,268",553,390,271,238,221,440,"1,164",235,457,815,792
IOWA,GUTHRIE,"8,896",989,995,"2,814",518,"1,727","5,695","5,315",131,474,306,"2,166"
IOWA,HAMILTON,"1,665",565,379,272,368,758,"2,669","2,311",496,513,377,"2,298"
IOWA,HANCOCK,"2,156",555,536,455,536,"1,408","1,666","2,359",667,916,742,"1,612"
IOWA,HARDIN,"2,202",409,358,317,418,774,810,"1,006",271,954,824,"1,330"
IOWA,HARRISON,"1,791","1,284",616,949,341,"1,754","4,542","4,148",64,574,"1,452","1,068"
IOWA,HENRY,"5,713","1,409","1,174","2,363","1,579","1,879","1,400","5,201","1,448",409,770,"2,563"
IOWA,HOWARD,"1,783",885,"1,031","1,682","1,475","3,997","3,235","5,022","1,131","1,012","1,450","1,967"
IOWA,HUMBOLDT,"1,071",482,437,433,521,683,"2,326","2,081",364,679,282,807
IOWA,IDA,943,69,290,292,126,"1,003","2,359","2,412",11,95,172,84
IOWA,IOWA,"5,230","1,349","1,349","2,592","1,487","1,996","2,359","3,290",399,239,571,888
IOWA,JACKSON,"5,689","1,321","1,716","2,038",671,"1,075","1,496","1,512",267,87,95,258
IOWA,JASPER,"3,520",769,813,"1,552",372,933,"1,096","1,461",130,552,264,620
IOWA,JEFFERSON,"8,305","1,000","1,145","2,269",939,"2,174","2,271","5,360",368,599,910,"1,268"
IOWA,JOHNSON,"3,505",564,660,"1,489",825,"1,137",837,"1,046",117,203,96,379
IOWA,JONES,"3,906",595,"1,013",899,626,"1,042","1,622","1,409",393,325,356,"1,365"
IOWA,KEOKUK,"7,757","1,071","1,705","3,828","1,712","3,731","3,232","8,004",943,752,793,"1,028"
IOWA,KOSSUTH,"2,718","1,328",491,471,370,"1,272","8,396","5,325",908,"1,398","3,125","3,622"
IOWA,LEE,"4,148",352,815,"1,586",798,"1,754","1,251","2,095",776,166,367,984
IOWA,LINN,"1,976",872,399,"1,035",775,"1,047","1,527","1,007",312,376,284,642
IOWA,LOUISA,"3,145",599,601,747,734,"1,470","1,573","1,239",486,363,449,968
IOWA,LUCAS,"3,910","1,229","3,491","2,813",245,"1,453","1,198","2,973",302,42,249,557
IOWA,LYON,531,227,287,70,238,286,252,324,68,96,132,425
IOWA,MADISON,"5,517","1,863","2,434","1,498",789,"1,447","2,001","3,923",234,340,318,86
IOWA,MAHASKA,"8,347","1,176",860,"1,431",585,"1,106","1,270","7,041",443,976,196,770
IOWA,MARION,"5,268","1,310","1,799","1,506","1,194","1,520","2,113","5,375",78,"1,022",195,"1,099"
IOWA,MARSHALL,"3,075",523,672,947,699,935,"2,201","1,348",86,302,270,249
IOWA,MILLS,"1,670",516,486,398,262,233,"1,197","1,043",110,108,146,272
IOWA,MITCHELL,"2,368",458,364,358,557,656,"1,010","1,831",346,387,256,284
IOWA,MONONA,"1,143",751,149,418,545,"5,523","4,275","5,614",386,257,"1,496",940
IOWA,MONROE,"5,206","1,870","1,594","1,623","1,687","2,264","3,629","5,937",413,261,387,"4,107"
IOWA,MONTGOMERY,"2,175","1,054","2,077","1,578",622,"1,342","1,852","1,824",104,99,31,192
IOWA,MUSCATINE,"2,339",834,"1,127","1,090","1,155",871,"1,098","1,401",463,192,466,"1,059"
IOWA,OBRIEN,668,258,226,237,295,"1,899",752,476,124,447,525,201
IOWA,OSCEOLA,"1,716",499,411,536,518,967,"1,455","1,168",332,276,21,296
IOWA,PAGE,"1,845",996,"2,241","1,557",980,"1,374","2,358","2,764",163,131,11,31
IOWA,PALO ALTO,"3,369","1,218",805,"1,113","1,211","1,835","2,745","3,854",980,"2,672","1,839","4,560"
IOWA,PLYMOUTH,"1,910",589,584,707,318,883,"1,302","1,752",144,322,129,387
IOWA,POCAHONTAS,"1,722",534,406,342,432,927,"1,533","1,271",263,859,251,"1,646"
IOWA,POLK,"1,061",392,73,272,127,350,571,174,22,165,63,485
IOWA,W POTTAWATTAMIE,"1,629",572,496,749,502,"1,134","2,159","1,669",52,270,146,121
IOWA,POWESHIEK,"3,629","1,018",952,"1,483","1,048","1,277","1,272","2,104",127,430,59,93
IOWA,RINGGOLD,"5,802","1,927","7,107","2,274","1,292","1,383","12,123","11,555",169,188,"1,929",743
IOWA,SAC,"1,275",976,649,376,551,"2,098","1,947","1,509",620,766,105,128
IOWA,SCOTT,695,267,467,550,375,265,606,613,52,239,97,364
IOWA,SHELBY,"1,240",621,661,739,517,801,"4,743","3,058",78,267,8,0
IOWA,SIOUX,881,406,708,463,532,"1,549","1,518","1,206",279,177,127,386
IOWA,STORY,"1,797",973,435,683,227,813,"1,430","1,559",160,241,683,643
IOWA,TAMA,"5,399",616,932,"1,493","1,126","1,117","2,238","1,638",142,"1,184",245,479
IOWA,TAYLOR,"6,061","2,274","6,240",788,"1,698","2,914","9,518","11,750",97,277,233,"1,395"
IOWA,UNION,"3,542","1,298","3,457","1,625",318,"1,641","4,477","4,473",49,364,"1,313",657
IOWA,VAN BUREN,"5,040","1,381","2,203","2,268",720,"1,225","3,874","4,987",514,109,445,119
IOWA,WAPELLO,"4,154",894,"1,231",976,421,"1,462","2,670","4,514",153,143,110,378
IOWA,WARREN,"3,623","1,109","2,093","2,366",895,"1,777","2,324","5,850",590,177,128,614
IOWA,WASHINGTON,"12,159","1,764","1,374","4,239","1,784","2,852","1,991","3,637",697,"1,308","1,333","1,925"
IOWA,WAYNE,"5,589","1,673","6,985","1,130","1,433","3,447","4,127","8,504",64,196,865,"2,873"
IOWA,WEBSTER,"2,881","1,108",529,593,375,830,"4,367","4,170",354,"1,522",312,784
IOWA,WINNEBAGO,952,435,678,675,525,903,"3,138","2,172",512,487,"1,099","1,975"
IOWA,WINNESHIEK,"6,381","1,773",776,840,"1,679","3,079","3,231","3,777",674,585,"1,468","2,557"
IOWA,WOODBURY,"3,156",377,876,593,"1,013","4,024","8,411","4,811",48,652,"5,055","1,057"
IOWA,WORTH,"1,815",371,712,790,345,566,"2,283","1,326",451,695,457,"1,503"
IOWA,WRIGHT,"2,481",766,378,789,"1,129",804,"1,926","1,316",429,765,186,"2,171"
KANSAS,ALLEN,697,491,700,"1,051",47,140,132,108,163,5,3,47
KANSAS,ANDERSON,753,863,485,511,190,691,430,165,536,147,15,93
KANSAS,ATCHISON,346,422,417,447,12,63,291,8,5,3,9,100
KANSAS,BARBER,"2,276","1,477","1,721",321,1,585,100,0,0,0,0,0
KANSAS,BARTON,"2,292","3,342","2,112",665,102,"1,730",818,538,26,73,2,178
KANSAS,BOURBON,"1,272","1,143",836,432,68,494,544,489,42,10,47,250
KANSAS,BROWN,"1,049",249,234,249,81,180,265,277,76,4,56,170
KANSAS,BUTLER,139,33,118,6,16,21,74,2,0,0,0,0
